Id,ProductionBudget,DomesticGross,WorldwideGross,DomesticBoxOffice,InternationalBoxOffice,WorldwideBoxOffice,DomesticDVDSales,DomesticBluRaySales,TotalDomesticVideoSales,OpeningWeekend,Legs,InflAdjDomBO,RunningTime
251,150000000,131772187,319713881,131772187,187941694,319713881,31264134,18013248,49277382,40325019,3.27,180038548,103
252,150000000,126631277,287594577,126631277,160963300,287594577,85753889,201460,85955349,38021044,3.33,198275214,90
253,150000000,119436770,292817841,119436770,173381071,292817841,45475273,19124426,64599699,31706934,3.77,171670454,87
254,150000000,114053579,328015029,114053579,213961450,328015029,93791071,,93791071,26223128,4.29,170974250,96
255,150000000,96093622,231181871,96093622,135088249,231181871,6501295,6222326,12723621,27206494,3.53,101659292,109
256,150000000,93549650,207854947,93549650,114305297,207854947,1947571,4655950,6603521,37205784,2.51,93549650,134
257,150000000,83670083,305270083,83670083,221600000,305270083,20146423,16104958,36251381,33457188,2.5,113311986,99
258,150000000,82280579,195080579,82280579,112800000,195080579,36825311,,36825311,27515871,2.99,128851777,115
259,150000000,79727149,245564215,79727149,165837066,245564215,17288906,8157275,25446181,29685274,2.69,107972189,112
260,150000000,73103784,205440387,73103784,132336603,205440387,16826036,11549622,28375658,24852258,2.94,96932197,131
261,150000000,70592228,163692228,70592228,93100000,163692228,2623515,2335017,4958532,31053362,2.27,74826373,115
262,150000000,62189884,142634358,62189884,80444474,142634358,21985545,5987758,27973303,31479235,1.98,84969200,102
263,150000000,45157105,334486852,45157105,289329747,334486852,5707716,9158312,14866028,18469620,2.44,54269064,104
264,150000000,35088320,151525973,35088320,116437653,151525973,6817289,5824970,12642259,15315435,2.29,44868753,111
265,150000000,21392758,39549758,21392758,18157000,39549758,4130565,2883050,7013615,6914488,3.09,29081195,88
266,150000000,19060660,59053195,19060660,39992535,59053195,1428661,1810011,3238672,9868997,1.93,19513191,124
267,150000000,0,173638,,173638,173638,,,,,,,115
268,150000000,0,0,,,,,,,,,,117
269,150000000,0,0,,,,,,,,,,128
270,149000000,64665672,179357126,64665672,114691454,179357126,73652409,,73652409,18814323,3.44,106195354,85
271,145000000,469291370,716965700,469291370,247674330,716965700,,,,112508890,4.17,469291370,160
272,145000000,216391482,746921271,216391482,530529789,746921271,56737853,22118068,78855921,60316738,3.59,293052780,85
273,145000000,209397903,694713230,209397903,485315327,694713230,25789829,21378073,47167902,12785204,7.08,284304929,132
274,145000000,177002924,614586270,177002924,437583346,614586270,35951018,38999325,74950343,49451322,3.58,233548528,102
275,145000000,171091819,448191819,171091819,277100000,448191819,,,,34221968,5,363042081,88
276,145000000,111506430,269806430,111506430,158300000,269806430,19925947,10887439,30813386,32207057,3.46,147128426,91
277,145000000,103412758,306941670,103412758,203528912,306941670,42094878,28039416,70134294,23773465,4.35,139873777,97
278,145000000,68671925,121645390,68671925,52973465,121645390,,,,18068372,3.8,115488813,124
279,144000000,128350574,229008658,128350574,100658084,229008658,17260736,22040709,39301445,46018755,2.79,159955968,117
280,142000000,160942139,431942139,160942139,271000000,431942139,,,,47072040,3.42,298130074,133
281,140000000,305410819,654310819,305410819,348900000,654310819,,,,46630690,6.55,545991477,144
282,140000000,257730019,386839614,257730019,129109595,386839614,108665092,83942629,192607721,79204289,3.25,370443952,125
283,140000000,201578182,554600000,201578182,353021818,554600000,,,,36089972,5.59,463328949,150
284,140000000,190418803,441767803,190418803,251349000,441767803,,,,52148751,3.65,353307170,86
285,140000000,176654505,370569776,176654505,193915271,370569776,48858361,103254809,152113170,65058524,2.72,240143203,124
286,140000000,143528619,520189225,143528619,376660606,520189225,12996357,13704792,26701149,41282042,3.48,178871494,94
287,140000000,130444603,285400000,130444603,154955397,285400000,,,,34048124,3.83,299827891,127
288,140000000,122523060,375740705,122523060,253217645,375740705,17092397,20190517,37282914,40501814,3.03,162459850,110
289,140000000,111110575,456810575,111110575,345700000,456810575,,,,24271354,4.58,197542465,154
290,140000000,110550000,203018919,110550000,92468919,203018919,31251512,,31251512,14383515,6.69,184103858,90
291,140000000,65014513,268314513,65014513,203300000,268314513,7608160,11131077,18739237,24115934,2.7,85406189,150
292,140000000,55483770,199646680,55483770,144162910,199646680,10081339,8872187,18953526,18775350,2.96,69146240,115
293,140000000,48546770,166598362,48546770,118051592,166598362,3611542,8100776,11712318,20552372,2.36,57132545,116
294,140000000,31153464,138836756,31153464,107683292,138836756,8852114,9368550,18220664,14123903,2.21,38824774,127
295,140000000,0,0,,,,,,,,,,
296,139000000,404652858,822652858,404652858,418000000,822652858,,,,114844116,3.52,749992035,121
297,138000000,107509799,186976250,107509799,79466451,186976250,55475761,97495474,152971235,55214334,1.95,154527419,161
298,138000000,32116746,76416746,32116746,44300000,76416746,,,,13251545,2.42,54012241,121
299,137500000,134806913,265573859,134806913,130766946,265573859,66923669,13388580,80312249,55414050,2.43,202398122,112
300,137000000,132177234,245031679,132177234,112854445,245031679,,,,62128420,2.13,236296942,138
301,137000000,32131830,85131830,32131830,53000000,85131830,,,,11408853,2.82,61198071,106
302,136200000,292324737,829724737,292324737,537400000,829724737,80170969,23182497,103353466,141067634,2.07,395796626,115
303,135000000,196805338,572305338,196805338,375500000,572305338,,,,80006561,2.46,196805340,115
304,135000000,187168425,573068425,187168425,385900000,573068425,54491351,31757198,86248549,43639736,4.29,248176578,98
305,135000000,183637894,532938302,183637894,349300408,532938302,18913113,21005222,39918335,474560,4.61,228885779,156
306,135000000,126930660,361730660,126930660,234800000,361730660,,,,35519007,3.57,268247871,128
307,135000000,123477607,245724600,123477607,122246993,245724600,23740861,14382297,38123158,38079323,3.24,167854809,107
308,135000000,93926386,212912137,93926386,118985751,212912137,,,,25105990,3.74,167348957,139
309,135000000,83028130,286896578,83028130,203868448,286896578,44135575,25278860,69414435,21312625,3.9,110091418,96
310,135000000,82051601,245328374,82051601,163276773,245328374,8243722,16523427,24767149,35316382,2.32,102256213,112
311,135000000,64006466,157956462,64006466,93949996,157956462,20553403,6013238,26566641,21237068,3.01,86994460,99
312,135000000,63478838,164920076,63478838,101441238,164920076,38190914,,38190914,25723815,2.47,104473562,132
313,135000000,39089002,70699728,39089002,31610726,70699728,942848,1214581,2157429,12151384,3.22,39990447,102
314,132900000,54858851,170024300,54858851,115165449,170024300,5272084,5523743,10795827,20352491,2.7,64914821,99
315,132000000,234280354,606836535,234280354,372556181,606836535,,,,64878725,3.61,394000344,116
316,132000000,83350911,366942531,83350911,283591620,366942531,13050144,9997838,23047982,25447444,3.28,109598913,92
317,130000000,424668047,864808014,424668047,440139967,864808014,64852056,58213689,123065745,158074286,2.69,562976175,146
318,130000000,250853809,784242906,250853809,533389097,784242906,,,,93687367,2.68,434928640,141
319,130000000,227471070,444043396,227471070,216572326,444043396,124684353,2597757,127282110,69283690,3.28,356415421,113
320,130000000,216648740,623144660,216648740,406495920,623144660,17160657,33761448,50922105,75812205,2.86,256363708,118
321,130000000,215727546,632203486,215727546,416475940,632203486,137693737,1699463,139393200,60239130,3.58,323744895,91
322,130000000,180202163,518858449,180202163,338656286,518858449,36944279,33174580,70118859,57225526,3.15,230436449,117
323,130000000,177397510,385997896,177397510,208600386,385997896,38592000,30083500,68675500,52107731,3.4,226849954,94
324,130000000,171958438,345606500,171958438,173648062,345606500,8522049,23355918,31877967,23523121,6.06,203266936,130
325,130000000,149260504,554987477,149260504,405726973,554987477,50063387,22149721,72213108,34077439,4.38,202885885,90
326,130000000,148415853,321887208,148415853,173471355,321887208,46950396,23663725,70614121,46016833,3.23,202749442,95
327,130000000,138540870,273271982,138540870,134731112,273271982,,,,46522560,2.98,247673389,140
328,130000000,131538435,492846291,131538435,361307856,492846291,33121559,25391364,58512923,39327869,3.34,173559887,101
329,130000000,118311368,290650494,118311368,172339126,290650494,33044545,17598505,50643050,36011243,3.29,161647221,100
330,130000000,101200044,352831065,101200044,251631021,352831065,12417434,9829474,22246908,43720472,2.31,133529553,137
331,130000000,77591831,373993951,77591831,296402120,373993951,17344252,13149335,30493587,9720993,6.78,105343734,104
332,130000000,60522097,251499665,60522097,190977568,251499665,8985376,7273243,16258619,27520040,2.2,80249468,99
333,130000000,49554002,215080810,49554002,165526808,215080810,30499469,1725831,32225300,14800723,3.35,74216344,165
334,130000000,33618855,79076678,33618855,45457823,79076678,7863987,8472349,16336336,12691415,2.65,44577025,98
335,129000000,160799505,520979901,160799505,360180396,520979901,13386868,22676841,36063709,55022245,2.92,189237844,104
336,129000000,82633033,397833033,82633033,315200000,397833033,969618,1037961,2007579,30002735,2.75,82633034,116
337,127500000,281287133,683212735,281287133,401925602,683212735,110221685,32406671,142628356,138122261,2.04,382350743,117
338,127500000,137748063,356148063,137748063,218400000,356148063,,,,38854851,3.55,275496116,82
339,127000000,226277068,614202315,226277068,387925247,614202315,12459216,33235479,45694695,88411916,2.56,271936097,135
340,127000000,113746621,353756621,113746621,240010000,353756621,16036820,11943641,27980461,17100520,5.63,148277736,97
341,125000000,382088758,1311562841,382088758,929474083,1311562841,97710849,60050174,157761023,169189427,2.26,518707631,131
342,125000000,337135885,766575131,337135885,429439246,766575131,34426169,45753958,80180127,121897634,2.77,444292429,123
343,125000000,317871467,962650768,317871467,644779301,962650768,,,,90294621,3.52,604358191,152
344,125000000,316831246,795356912,316831246,478525666,795356912,25340420,26217523,51557943,59251543,5.35,372544888,123
345,125000000,297414693,943525724,297414693,646111031,943525724,92570237,61152649,153722886,125017372,2.38,405492147,146
346,125000000,218581815,634681815,218581815,416100000,634681815,,,,39005800,5.6,218581815,116
347,125000000,217536138,767820459,217536138,550284321,767820459,102758464,,102758464,77073388,2.82,358021307,152
348,125000000,214949694,406348630,214949694,191398936,406348630,,,,85558731,2.51,384271588,135
349,125000000,210031325,629975898,210031325,419944573,629975898,38782805,30172046,68954851,86198765,2.44,285515469,130
350,125000000,191204754,485004754,191204754,293800000,485004754,37771535,62033100,99804635,65575105,2.92,252287294,101
351,125000000,186848418,535663443,186848418,348815025,535663443,52880183,33565860,86446043,39637079,4.71,253744901,129
352,125000000,186740799,555840117,186740799,369099318,555840117,,,,68743584,2.72,324165186,123
353,125000000,175003033,527909949,175003033,352906916,527909949,16927787,15419863,32347650,50198902,3.49,210315795,97
354,125000000,163214888,493214888,163214888,330000000,493214888,31364501,21607627,52972128,61235105,2.67,222998292,106
355,125000000,153856089,342831709,153856089,188975620,342831709,38955966,34080823,73036789,46581142,3.3,191397294,93
356,125000000,136314294,376000000,136314294,239685706,376000000,,,,44047541,3.09,313319417,139
357,125000000,126477084,402448265,126477084,275971181,402448265,19443806,28247398,47691204,51050101,2.48,171284282,124
358,125000000,113203870,280355920,113203870,167152050,280355920,30748355,26023237,56771592,38142825,2.97,153308751,135
359,125000000,107325195,238317814,107325195,130992619,238317814,,,,42872605,2.5,252062218,125
360,125000000,92900355,180389902,92900355,87489547,180389902,,,,27747035,3.35,92900355,126
361,125000000,68420120,304858121,68420120,236438001,304858121,10409986,12029664,22439650,24905015,2.75,80962554,103
362,125000000,62342368,107351191,62342368,45008823,107351191,7074355,9953631,17027986,24791624,2.51,73208133,100
363,125000000,58877969,211856088,58877969,152978119,211856088,13935536,15430686,29366222,25577758,2.3,79736739,117
364,125000000,57721819,134221819,57721819,76500000,134221819,1248813,2180828,3429641,30111158,1.92,57721823,130
365,125000000,54647948,240759682,54647948,186111734,240759682,3673897,9296541,12970438,10278225,5.32,67293999,116
366,125000000,33370166,61642798,33370166,28272632,61642798,5858656,3942451,9801107,10950705,3.05,40103713,104
367,125000000,32698899,61698899,32698899,29000000,61698899,,,,10267756,3.18,69388607,103
368,123000000,262425630,347522208,262425630,85096578,347522208,,,,55820330,4.7,522776294,105
369,122000000,226717266,447179575,226717266,220462309,447179575,,,,60102146,3.77,226717266,109
370,120000000,215409889,549588516,215409889,334178627,549588516,,,,57845297,3.72,430819768,126
371,120000000,182618434,328711434,182618434,146093000,328711434,,,,41325042,4.42,365236867,129
372,120000000,162192920,416168316,162192920,253975396,416168316,12982273,21022907,34005180,59215365,2.74,202131748,123
373,120000000,148648820,400689914,148648820,252041094,400689914,4334335,9569299,13903634,44010155,3.38,152177994,116
374,120000000,131921738,289480691,131921738,157558953,289480691,63624928,,63624928,58051684,2.27,206702953,91
375,120000000,124987022,619310368,124987022,494323346,619310368,23819618,29250493,53070111,22451514,5.57,168305003,125
376,120000000,115802596,229545589,115802596,113742993,229545589,104869372,,104869372,45388836,2.55,181446502,110
377,120000000,101028233,427947217,101028233,326918984,427947217,19135203,18152228,37287431,35753093,2.83,119548227,107
378,120000000,100814328,227163273,100814328,126348945,227163273,,,,37634221,2.68,180228599,106
379,120000000,93050117,286192091,93050117,193141974,286192091,16601900,19990263,36592163,29807393,3.12,123380097,109
380,120000000,89107235,287916633,89107235,198809398,287916633,15393254,21627735,37020989,37054485,2.4,118152023,125
381,120000000,85364450,142531552,85364450,57167102,142531552,5993905,9356115,15350020,40300288,2.12,102589606,124
382,120000000,72541501,130841501,72541501,58300000,130841501,188041,408930,596971,25030225,2.9,72541501,127
383,120000000,64956806,166000000,64956806,101043194,166000000,,,,15115152,4.3,120522265,77
384,120000000,58607007,242981799,58607007,184374792,242981799,7030332,8897782,15928114,21681430,2.7,77329683,116
385,120000000,57712751,107212751,57712751,49500000,107212751,,,,24289165,2.38,100184124,119
386,120000000,56117548,167849187,56117548,111731639,167849187,7179771,6389555,13569326,25685737,2.18,71761231,100
387,120000000,43945766,93394462,43945766,49448696,93394462,14925030,,14925030,18561337,2.37,65979852,135
388,120000000,35818913,163018913,35818913,127200000,163018913,,,,12409070,2.89,60238349,136
389,120000000,30212620,49628177,30212620,19415557,49628177,10673353,726812,11400165,7484696,4.04,41243450,121
390,120000000,0,0,,,,,,,,,,
391,120000000,0,0,,,,,,,,,,132
392,117000000,76423035,258751370,76423035,182328335,258751370,24058533,8787678,32846211,20139985,3.79,104415759,109
393,117000000,0,625136211,,625136211,625136211,,,,,,,136
394,116000000,213511408,856081053,213511408,642569645,856081053,25816524,44921353,70737877,80255756,2.66,252650720,112
395,115000000,487574671,1046513456,487574671,558938785,1046513456,,,,64810970,7.52,986592715,133
396,115000000,380270577,848998877,380270577,468728300,848998877,,,,108435841,3.51,639518994,139
397,115000000,310676740,656695615,310676740,346018875,656695615,,,,80027814,3.88,576436353,143
398,115000000,290149425,560483719,290149425,270334294,560483719,,,,62577067,4.64,532912890,92
399,115000000,132556852,416456852,132556852,283900000,416456852,37937917,43736223,81674140,53113752,2.5,175764181,126
400,115000000,67163857,178200000,67163857,111036143,178200000,,,,18479435,3.63,157739945,109
401,115000000,48003015,165149302,48003015,117146287,165149302,5944816,9433338,15378154,19445035,2.47,59823405,113
